angolo,distanza,x,y
0.94,25.01,25.00,0.41
1.88,22.15,22.14,0.72
2.81,22.17,22.14,1.09
3.75,23.03,22.99,1.51
4.69,22.73,22.65,1.86
5.62,22.75,22.64,2.23
6.56,23.58,23.42,2.69
7.50,26.18,25.96,3.42
8.44,23.29,23.04,3.42
9.38,23.29,22.98,3.79
10.31,25.02,24.62,4.48
11.25,23.02,22.58,4.49
12.19,23.02,22.50,4.86
13.12,24.74,24.09,5.62
14.06,24.45,23.71,5.94
15.00,26.16,25.27,6.77
15.94,77.13,74.16,21.18
16.88,77.57,74.23,22.52
17.81,85.54,81.44,26.17
18.75,76.58,72.52,24.62
19.69,78.18,73.61,26.34
20.62,78.54,73.51,27.67
21.56,79.61,74.04,29.26
22.50,79.51,73.46,30.43
23.44,75.45,69.22,30.01
24.38,74.56,67.92,30.77
25.31,74.54,67.39,31.87
26.25,74.54,66.86,32.97
27.19,74.92,66.64,34.23
28.12,74.48,65.68,35.11
29.06,64.51,56.39,31.34
30.00,64.09,55.50,32.04
30.94,75.26,64.55,38.69
31.88,75.60,64.20,39.92
32.81,76.43,64.24,41.42
33.75,61.86,51.44,34.37
34.69,73.93,60.79,42.08
35.62,73.49,59.74,42.81
36.56,73.83,59.30,43.98
37.50,59.91,47.53,36.47
38.44,57.70,45.19,35.87
39.38,57.26,44.26,36.32
40.31,57.39,43.76,37.13
41.25,56.69,42.63,37.38
42.19,56.00,41.49,37.61
43.12,56.15,40.98,38.38
44.06,55.71,40.03,38.74
45.00,55.73,39.40,39.40
45.94,55.73,38.75,40.04
46.88,55.73,38.09,40.67
47.81,55.73,37.42,41.29
48.75,55.73,36.74,41.90
49.69,55.71,36.04,42.48
50.62,55.73,35.35,43.08
51.56,55.86,34.73,43.76
52.50,55.78,33.95,44.25
53.44,55.25,32.91,44.38
54.38,55.57,32.37,45.17
55.31,55.42,31.54,45.57
56.25,55.44,30.80,46.09
57.19,54.93,29.76,46.16
58.12,54.74,28.91,46.49
59.06,54.76,28.15,46.97
60.00,54.76,27.38,47.42
60.94,54.76,26.60,47.86
61.88,55.08,25.96,48.58
62.81,54.57,24.93,48.54
63.75,54.93,24.29,49.26
64.69,54.40,23.26,49.18
65.62,54.40,22.45,49.55
66.56,54.42,21.64,49.93
67.50,54.42,20.82,50.27
68.44,54.40,19.99,50.59
69.38,54.25,19.11,50.77
70.31,54.25,18.28,51.08
71.25,54.23,17.43,51.35
72.19,54.23,16.59,51.63
73.12,54.23,15.74,51.89
74.06,54.59,14.99,52.49
75.00,54.57,14.12,52.71
75.94,54.08,13.14,52.46
76.88,54.08,12.28,52.66
77.81,54.08,11.42,52.86
78.75,54.06,10.55,53.02
79.69,54.08,9.68,53.20
80.62,54.08,8.81,53.35
81.56,54.31,7.97,53.73
82.50,53.55,6.99,53.09
83.44,53.57,6.12,53.22
84.38,53.57,5.25,53.31
85.31,53.91,4.41,53.73
86.25,53.91,3.53,53.79
87.19,53.57,2.63,53.50
88.12,53.57,1.75,53.54
89.06,53.77,0.88,53.76
90.00,53.89,-0.00,53.89
90.94,53.55,-0.88,53.54
91.88,53.91,-1.76,53.88
92.81,53.92,-2.65,53.86
93.75,54.42,-3.56,54.30
94.69,54.42,-4.45,54.23
95.62,54.42,-5.33,54.15
96.56,54.40,-6.22,54.04
97.50,54.42,-7.10,53.95
98.44,54.42,-7.98,53.83
