angolo,distanza,x,y
0.95,71.28,71.27,1.18
1.90,82.11,82.06,2.73
2.86,69.41,69.32,3.46
3.81,67.39,67.24,4.48
4.76,66.98,66.75,5.56
5.71,67.81,67.48,6.75
6.67,66.98,66.53,7.78
7.62,68.78,68.17,9.12
8.57,68.37,67.61,10.19
9.52,67.95,67.01,11.24
10.48,65.86,64.76,11.97
11.43,67.25,65.92,13.33
12.38,67.25,65.69,14.42
13.33,70.75,68.85,16.32
14.29,69.96,67.79,17.26
15.24,70.40,67.92,18.50
16.19,69.60,66.84,19.41
17.14,70.04,66.93,20.64
18.10,70.48,67.00,21.89
19.05,71.82,67.89,23.44
20.00,82.48,77.51,28.21
20.95,79.10,73.87,28.29
21.90,79.12,73.41,29.52
22.86,80.24,73.94,31.17
23.81,79.64,72.87,32.15
24.76,78.39,71.18,32.83
25.71,78.74,70.95,34.17
26.67,79.10,70.69,35.50
27.62,79.00,70.00,36.62
28.57,78.49,68.93,37.54
29.52,78.39,68.21,38.63
30.48,78.30,67.48,39.71
31.43,78.22,66.74,40.79
32.38,77.78,65.68,41.65
33.33,78.03,65.19,42.88
34.29,77.49,64.02,43.65
35.24,77.42,63.23,44.67
36.19,77.32,62.40,45.65
37.14,77.23,61.56,46.63
38.10,77.15,60.71,47.60
39.05,76.89,59.72,48.44
40.00,76.96,58.95,49.47
40.95,76.87,58.06,50.39
41.90,76.79,57.15,51.29
42.86,76.74,56.25,52.20
43.81,76.62,55.29,53.04
44.76,76.16,54.08,53.63
45.71,76.07,53.12,54.46
46.67,75.99,52.15,55.27
47.62,75.99,51.22,56.13
48.57,75.97,50.27,56.96
49.52,75.90,49.27,57.74
50.48,75.82,48.25,58.48
51.43,75.80,47.26,59.27
52.38,75.72,46.22,59.98
53.33,75.63,45.16,60.67
54.29,75.63,44.15,61.41
55.24,75.65,43.13,62.15
56.19,75.55,42.04,62.77
57.14,75.55,40.99,63.46
58.10,75.55,39.93,64.13
59.05,75.55,38.86,64.79
60.00,75.55,37.77,65.43
60.95,75.55,36.68,66.05
61.90,75.45,35.53,66.56
62.86,75.46,34.43,67.15
63.81,75.46,33.31,67.72
64.76,75.43,32.16,68.23
65.71,75.38,31.00,68.71
66.67,75.34,29.84,69.18
67.62,75.00,28.56,69.35
68.57,75.36,27.53,70.15
69.52,74.90,26.20,70.17
70.48,74.82,25.00,70.52
71.43,74.85,23.84,70.95
72.38,74.75,22.63,71.24
73.33,74.75,21.44,71.61
74.29,74.75,20.25,71.96
75.24,75.12,19.14,72.64
76.19,75.02,17.91,72.85
77.14,75.00,16.69,73.12
78.10,75.00,15.47,73.39
79.05,75.00,14.25,73.64
80.00,75.46,13.10,74.32
80.95,75.57,11.88,74.62
81.90,74.83,10.54,74.09
82.86,74.48,9.26,73.90
83.81,74.83,8.07,74.40
84.76,74.46,6.80,74.15
85.71,74.83,5.59,74.62
86.67,74.46,4.33,74.33
87.62,74.48,3.09,74.41
88.57,74.83,1.87,74.81
89.52,74.48,0.62,74.47
90.48,74.48,-0.62,74.47
91.43,74.90,-1.87,74.88
92.38,73.85,-3.07,73.78
93.33,74.92,-4.36,74.79
94.29,75.00,-5.61,74.79
95.24,75.00,-6.85,74.69
96.19,75.36,-8.13,74.92
97.14,75.36,-9.37,74.78
98.10,75.46,-10.63,74.71
99.05,75.46,-11.87,74.52
100.00,75.82,-13.17,74.67
100.95,75.89,-14.42,74.51
101.90,76.43,-15.77,74.79
102.86,76.50,-17.02,74.58
103.81,76.53,-18.27,74.32
104.76,76.16,-19.41,73.65
105.71,76.60,-20.75,73.74
106.67,77.15,-22.13,73.91
107.62,77.23,-23.38,73.61
108.57,77.67,-24.74,73.63
109.52,78.64,-26.28,74.12
110.48,77.84,-27.23,72.92
111.43,76.67,-28.01,71.37
112.38,77.59,-29.54,71.74
113.33,76.87,-30.45,70.59
114.29,76.52,-31.47,69.75
115.24,76.52,-32.63,69.21
116.19,76.96,-33.97,69.06
117.14,76.60,-34.95,68.17
118.10,77.06,-36.29,67.98
119.05,76.69,-37.23,67.04
120.00,76.69,-38.34,66.41
120.95,76.77,-39.49,65.84
121.90,77.23,-40.82,65.56
122.86,77.76,-42.19,65.32
123.81,76.52,-42.58,63.58
124.76,78.64,-44.84,64.61
125.71,75.97,-44.35,61.69
126.67,76.33,-45.58,61.23
127.62,76.33,-46.59,60.46
128.57,76.35,-47.60,59.69
129.52,99.50,-63.32,76.75
130.48,76.16,-49.44,57.93
131.43,75.17,-49.74,56.36
132.38,66.28,-44.68,48.96
133.33,72.54,-49.78,52.76
134.29,71.20,-49.71,50.97
135.24,64.74,-45.97,45.58
136.19,65.59,-47.33,45.40
137.14,63.75,-46.73,43.36
138.10,65.01,-48.38,43.42
139.05,64.04,-48.37,41.97
140.00,64.06,-49.07,41.17
140.95,64.89,-50.39,40.88
141.90,63.05,-49.62,38.90
142.86,31.11,-24.80,18.78
143.81,30.60,-24.70,18.07
144.76,30.09,-24.58,17.36
145.71,30.09,-24.86,16.95
146.67,30.87,-25.79,16.96
147.62,30.87,-26.07,16.53
148.57,30.34,-25.89,15.82
149.52,29.83,-25.71,15.13
150.48,29.82,-25.95,14.69
151.43,29.31,-25.74,14.02
152.38,28.80,-25.52,13.35
153.33,28.80,-25.73,12.92
154.29,29.58,-26.65,12.83
155.24,29.07,-26.40,12.18
156.19,29.07,-26.60,11.74
157.14,28.51,-26.27,11.07
158.10,28.51,-26.45,10.64
159.05,28.80,-26.89,10.30
160.00,27.93,-26.25,9.55
160.95,28.80,-27.22,9.40
161.90,29.56,-28.10,9.18
162.86,28.24,-26.98,8.32
163.81,28.22,-27.10,7.87
164.76,29.07,-28.05,7.64
165.71,27.66,-26.80,6.83
166.67,27.64,-26.90,6.37
167.62,27.64,-27.00,5.93
168.57,28.53,-27.96,5.65
169.52,27.93,-27.47,5.08
170.48,27.08,-26.71,4.48
171.43,27.08,-26.78,4.04
172.38,27.08,-26.84,3.59
173.33,27.93,-27.74,3.24
174.29,27.95,-27.81,2.78
175.24,27.35,-27.26,2.27
176.19,27.37,-27.31,1.82
177.14,27.37,-27.34,1.36
178.10,27.37,-27.35,0.91
179.05,27.37,-27.37,0.45
180.00,27.93,-27.93,-0.00
180.95,27.95,-27.94,-0.46
181.90,27.93,-27.92,-0.93
182.86,27.93,-27.90,-1.39
183.81,27.93,-27.87,-1.86
184.76,29.31,-29.21,-2.43
185.71,29.31,-29.16,-2.92
186.67,29.83,-29.63,-3.46
187.62,30.34,-30.08,-4.02
188.57,30.34,-30.01,-4.52
189.52,30.85,-30.43,-5.11
190.48,59.99,-58.99,-10.91
191.43,60.42,-59.22,-11.97
192.38,60.55,-59.15,-12.98
193.33,60.28,-58.66,-13.90
194.29,60.69,-58.81,-14.98
195.24,60.40,-58.28,-15.88
196.19,60.83,-58.41,-16.96
197.14,61.25,-58.53,-18.05
198.10,60.98,-57.96,-18.94
199.05,61.39,-58.03,-20.03
200.00,61.39,-57.68,-21.00
200.95,61.52,-57.45,-22.00
201.90,61.95,-57.48,-23.11
202.86,61.25,-56.44,-23.79
203.81,61.66,-56.41,-24.89
204.76,61.79,-56.11,-25.88
205.71,62.22,-56.06,-27.00
206.67,61.93,-55.34,-27.79
207.62,62.49,-55.37,-28.97
208.57,62.08,-54.52,-29.69
209.52,62.22,-54.14,-30.66
210.48,62.65,-53.99,-31.77
211.43,62.36,-53.21,-32.51
212.38,62.49,-52.77,-33.47
213.33,62.93,-52.58,-34.58
214.29,62.66,-51.77,-35.30
215.24,63.90,-52.19,-36.87
216.19,64.04,-51.68,-37.81
217.14,63.77,-50.83,-38.50
218.10,63.77,-50.18,-39.34
219.05,63.90,-49.63,-40.26
220.00,65.31,-50.03,-41.98
220.95,65.31,-49.33,-42.81
221.90,65.01,-48.38,-43.42
222.86,66.81,-48.98,-45.44
223.81,65.59,-47.33,-45.40
224.76,66.42,-47.16,-46.77
225.71,73.44,-51.28,-52.57
226.67,73.49,-50.43,-53.46
227.62,72.62,-48.95,-53.65
228.57,73.32,-48.52,-54.97
229.52,73.32,-47.60,-55.77
230.48,73.24,-46.61,-56.49
231.43,72.79,-45.39,-56.91
232.38,72.69,-44.37,-57.58
233.33,72.27,-43.15,-57.97
234.29,72.17,-42.13,-58.59
