angolo,distanza,x,y
0.95,76.11,76.10,1.27
1.90,76.13,76.08,2.53
2.86,76.47,76.37,3.81
3.81,76.11,75.94,5.06
4.76,76.93,76.66,6.39
5.71,78.23,77.85,7.79
6.67,77.45,76.93,8.99
7.62,77.01,76.33,10.21
8.57,76.38,75.53,11.38
9.52,76.30,75.24,12.62
10.48,75.68,74.42,13.76
11.43,75.24,73.75,14.91
12.38,75.24,73.49,16.13
13.33,75.14,73.11,17.33
14.29,75.04,72.72,18.52
15.24,74.97,72.33,19.70
16.19,75.33,72.34,21.00
17.14,74.87,71.54,22.07
18.10,74.78,71.08,23.23
19.05,74.17,70.11,24.21
20.00,73.64,69.20,25.19
20.95,73.46,68.60,26.27
21.90,72.85,67.59,27.18
22.86,72.83,67.11,28.29
23.81,72.66,66.47,29.33
24.76,72.57,65.90,30.40
25.71,72.22,65.06,31.33
26.67,71.69,64.06,32.17
27.62,71.25,63.13,33.03
28.57,71.25,62.57,34.07
29.52,71.25,62.00,35.11
30.48,71.69,61.78,36.36
31.43,72.13,61.55,37.61
32.38,55.71,47.05,29.83
33.33,55.69,46.53,30.60
34.29,56.95,47.05,32.08
35.24,55.98,45.72,32.30
36.19,55.98,45.18,33.06
37.14,55.98,44.62,33.80
38.10,56.81,44.71,35.05
39.05,55.85,43.37,35.18
40.00,55.85,42.78,35.90
40.95,55.85,42.18,36.60
41.90,55.85,41.56,37.30
42.86,55.83,40.92,37.97
43.81,56.25,40.59,38.94
44.76,56.25,39.94,39.61
45.71,56.68,39.57,40.57
46.67,56.27,38.61,40.93
47.62,55.83,37.63,41.24
48.57,55.86,36.96,41.88
49.52,55.95,36.32,42.56
50.48,72.22,45.96,55.70
51.43,71.77,44.75,56.12
52.38,71.77,43.81,56.85
53.33,58.21,34.76,46.69
54.29,71.42,41.69,57.99
55.24,56.12,32.00,46.10
56.19,71.06,39.54,59.04
57.14,57.94,31.43,48.67
58.10,56.69,29.96,48.13
59.05,56.69,29.16,48.62
60.00,56.25,28.13,48.72
60.95,56.68,27.52,49.55
61.90,56.27,26.50,49.64
62.86,55.85,25.48,49.69
63.81,56.01,24.72,50.26
64.76,71.16,30.34,64.37
65.71,71.32,29.33,65.00
66.67,71.38,28.27,65.55
67.62,70.97,27.02,65.63
68.57,70.89,25.90,65.99
69.52,70.70,24.73,66.24
70.48,70.60,23.59,66.54
71.43,70.62,22.49,66.94
72.38,70.64,21.38,67.32
73.33,70.26,20.15,67.31
74.29,70.81,19.18,68.16
75.24,71.76,18.28,69.39
76.19,71.86,17.15,69.78
77.14,72.13,16.05,70.32
78.10,73.37,15.14,71.79
79.05,73.56,13.98,72.22
80.00,73.56,12.77,72.44
80.95,73.73,11.59,72.81
81.90,69.29,9.76,68.60
82.86,68.39,8.50,67.86
83.81,74.27,8.01,73.84
84.76,68.39,6.24,68.11
85.71,67.40,5.04,67.22
86.67,66.84,3.89,66.73
87.62,66.72,2.77,66.67
88.57,66.44,1.66,66.42
89.52,67.57,0.56,67.57
90.48,66.71,-0.55,66.71
91.43,65.74,-1.64,65.72
92.38,66.28,-2.75,66.23
93.33,65.74,-3.82,65.63
94.29,66.15,-4.94,65.96
95.24,64.62,-5.90,64.35
96.19,64.63,-6.97,64.26
97.14,65.04,-8.09,64.54
98.10,64.48,-9.08,63.84
99.05,64.33,-10.12,63.53
100.00,63.78,-11.08,62.81
100.95,63.65,-12.09,62.49
101.90,63.65,-13.13,62.28
