angolo,distanza,x,y
0.94,420.56,420.51,6.88
1.88,420.58,420.35,13.76
2.81,116.04,115.90,5.69
3.75,420.21,419.31,27.48
4.69,420.21,418.80,34.34
5.62,420.15,418.13,41.18
6.56,117.74,116.97,13.46
7.50,420.15,416.56,54.84
8.44,116.06,114.80,17.03
9.38,420.56,414.95,68.51
10.31,420.49,413.70,75.28
11.25,420.48,412.40,82.03
12.19,36.82,35.99,7.77
13.12,36.14,35.20,8.21
14.06,35.19,34.14,8.55
15.00,36.36,35.12,9.41
15.94,36.36,34.97,9.98
16.88,36.36,34.80,10.56
17.81,35.90,34.18,10.98
18.75,35.46,33.58,11.40
19.69,35.44,33.37,11.94
20.62,35.43,33.16,12.48
21.56,34.94,32.49,12.84
22.50,34.42,31.80,13.17
23.44,34.41,31.57,13.69
24.38,33.90,30.88,13.99
25.31,33.92,30.66,14.50
26.25,33.40,29.96,14.77
27.19,33.40,29.71,15.26
28.12,33.39,29.45,15.74
29.06,34.17,29.87,16.60
30.00,34.17,29.59,17.08
30.94,34.17,29.31,17.57
31.88,34.15,29.00,18.04
32.81,34.17,28.72,18.52
33.75,34.17,28.41,18.98
34.69,34.17,28.10,19.45
35.62,33.64,27.35,19.60
36.56,33.66,27.04,20.05
37.50,33.64,26.69,20.48
38.44,33.66,26.37,20.93
39.38,33.64,26.01,21.34
40.31,33.64,25.65,21.77
41.25,33.64,25.29,22.18
42.19,33.66,24.94,22.60
43.12,33.92,24.75,23.18
44.06,34.68,24.92,24.12
45.00,35.44,25.06,25.06
45.94,35.44,24.65,25.47
46.88,35.44,24.23,25.87
47.81,35.28,23.69,26.14
48.75,35.44,23.37,26.65
49.69,35.46,22.94,27.04
50.62,35.46,22.50,27.41
51.56,34.68,21.56,27.16
52.50,33.40,20.34,26.50
53.44,33.13,19.74,26.61
54.38,33.39,19.45,27.14
55.31,32.62,18.57,26.82
56.25,32.50,18.06,27.03
57.19,32.62,17.68,27.42
58.12,32.62,17.23,27.70
59.06,32.61,16.76,27.97
60.00,32.61,16.30,28.24
