angolo,distanza,x,y
0.95,145.06,145.04,2.40
1.90,144.87,144.79,4.80
2.85,124.97,124.81,6.21
3.80,129.61,129.32,8.59
4.75,143.90,143.41,11.91
5.70,123.62,123.01,12.28
6.65,123.18,122.35,14.26
7.60,124.42,123.33,16.45
8.55,124.97,123.58,18.58
9.50,121.92,120.25,20.12
10.45,122.37,120.34,22.19
11.40,121.48,119.09,24.01
12.35,121.06,118.26,25.89
13.30,121.04,117.79,27.84
14.25,121.48,117.75,29.90
15.20,142.82,137.82,37.44
16.15,120.50,115.74,33.51
17.10,122.72,117.30,36.08
18.05,130.12,123.72,40.31
19.00,121.48,114.87,39.55
19.95,122.72,115.36,41.87
20.90,120.84,112.89,43.10
21.85,121.57,112.84,45.24
22.80,120.94,111.49,46.86
23.75,121.23,110.96,48.82
24.70,120.60,109.57,50.39
25.65,120.60,108.72,52.20
26.60,120.84,108.05,54.10
27.55,120.34,106.70,55.65
28.50,120.26,105.69,57.37
29.45,120.14,104.62,59.06
30.40,120.14,103.63,60.79
31.35,119.70,102.23,62.27
32.30,119.63,101.12,63.92
33.25,119.07,99.58,65.28
34.20,119.43,98.78,67.12
35.15,119.44,97.67,68.76
36.09,119.43,96.50,70.36
37.04,119.43,95.32,71.95
37.99,119.44,94.13,73.53
38.94,119.44,92.90,75.08
39.89,119.78,91.90,76.83
40.84,119.80,90.63,78.35
41.79,119.87,89.37,79.89
42.74,119.78,87.97,81.30
43.69,120.16,86.88,83.00
44.64,120.11,85.45,84.40
45.59,120.16,84.08,85.84
46.54,119.97,82.52,87.09
47.49,119.43,80.69,88.04
48.44,119.44,79.23,89.38
49.39,119.00,77.45,90.34
50.34,119.00,75.94,91.62
51.29,118.81,74.30,92.72
52.24,120.77,73.95,95.48
53.19,120.77,72.36,96.69
54.14,120.80,70.76,97.91
55.09,120.75,69.10,99.02
56.04,52.16,29.13,43.26
56.99,55.98,30.50,46.95
57.94,57.02,30.26,48.32
58.89,56.00,28.93,47.95
59.84,71.09,35.72,61.47
60.79,71.08,34.68,62.04
61.74,71.08,33.65,62.61
62.69,71.08,32.61,63.16
63.64,51.66,22.94,46.29
64.59,51.66,22.17,46.67
65.54,71.09,29.44,64.71
66.49,71.09,28.36,65.19
67.44,71.96,27.61,66.45
68.39,51.48,18.96,47.86
69.34,51.49,18.17,48.18
70.29,50.13,16.91,47.20
71.24,49.62,15.96,46.99
72.19,50.47,15.44,48.05
73.14,49.96,14.49,47.82
74.09,50.30,13.79,48.38
75.04,49.79,12.85,48.11
75.99,48.94,11.85,47.49
76.94,49.28,11.14,48.01
77.89,49.28,10.34,48.19
78.84,49.13,9.51,48.20
79.79,47.77,8.47,47.01
80.74,45.58,7.33,44.98
81.69,41.72,6.03,41.28
82.64,42.98,5.51,42.62
83.59,44.18,4.93,43.91
84.54,42.38,4.03,42.19
85.49,42.79,3.37,42.66
86.44,43.59,2.71,43.50
87.39,54.20,2.47,54.14
88.34,56.00,1.62,55.97
89.29,52.84,0.66,52.83
90.24,53.02,-0.22,53.02
91.19,53.35,-1.11,53.33
92.14,52.67,-1.96,52.63
93.09,52.00,-2.80,51.93
94.04,52.16,-3.67,52.03
94.99,51.14,-4.45,50.94
95.94,51.49,-5.33,51.22
96.89,51.82,-6.21,51.44
97.84,50.80,-6.93,50.32
98.79,50.64,-7.74,50.05
99.74,50.49,-8.54,49.76
100.69,50.47,-9.36,49.60
101.64,50.81,-10.25,49.77
102.59,50.13,-10.92,48.93
103.54,49.96,-11.69,48.58
104.49,49.81,-12.46,48.23
105.44,50.13,-13.34,48.32
106.39,49.62,-14.00,47.61
107.34,49.11,-14.63,46.88
108.28,49.45,-15.52,46.96
109.23,48.94,-16.12,46.21
110.18,49.28,-17.00,46.26
111.13,49.28,-17.77,45.97
112.08,49.30,-18.54,45.68
113.03,49.11,-19.22,45.20
113.98,49.11,-19.96,44.87
114.93,48.96,-20.64,44.40
115.88,48.94,-21.37,44.03
116.83,49.28,-22.25,43.98
117.78,49.28,-22.97,43.60
118.73,48.76,-23.44,42.75
119.68,48.76,-24.14,42.36
120.63,49.28,-25.11,42.41
121.58,48.94,-25.63,41.69
122.53,48.94,-26.32,41.26
123.48,49.30,-27.20,41.12
124.43,48.94,-27.67,40.37
125.38,48.94,-28.34,39.90
126.33,49.11,-29.10,39.57
127.28,49.30,-29.86,39.23
128.23,49.30,-30.51,38.73
129.18,49.47,-31.25,38.35
130.13,49.33,-31.80,37.72
131.08,49.79,-32.72,37.53
132.03,50.30,-33.68,37.36
132.98,50.29,-34.28,36.79
133.93,49.96,-34.66,35.98
134.88,50.81,-35.86,36.00
135.83,50.83,-36.46,35.42
136.78,50.97,-37.14,34.90
137.73,51.14,-37.84,34.39
138.68,50.98,-38.29,33.66
139.63,51.49,-39.23,33.35
140.58,51.32,-39.65,32.59
141.53,51.83,-40.58,32.25
142.48,52.19,-41.39,31.79
143.43,52.51,-42.17,31.29
144.38,52.51,-42.69,30.58
145.33,52.51,-43.19,29.87
146.28,52.50,-43.66,29.14
147.23,53.18,-44.71,28.78
148.18,52.84,-44.89,27.86
149.13,52.85,-45.37,27.12
150.08,53.01,-45.94,26.44
151.03,53.53,-46.83,25.93
151.98,53.19,-46.96,24.99
152.93,53.70,-47.82,24.44
153.88,54.20,-48.66,23.86
154.83,54.37,-49.20,23.12
155.78,53.19,-48.51,21.82
156.73,53.19,-48.87,21.02
157.68,54.03,-49.98,20.52
158.63,54.54,-50.79,19.87
159.58,54.54,-51.11,19.03
160.53,54.54,-51.42,18.18
161.48,54.54,-51.71,17.32
162.43,55.86,-53.26,16.87
163.38,36.45,-34.92,10.43
164.33,35.99,-34.65,9.72
165.28,35.99,-34.81,9.15
166.23,38.96,-37.84,9.28
167.18,37.60,-36.67,8.35
168.13,37.15,-36.35,7.64
169.08,33.47,-32.87,6.34
170.03,33.49,-32.98,5.80
170.98,35.53,-35.09,5.57
171.93,34.24,-33.90,4.81
172.88,32.96,-32.71,4.09
173.83,32.95,-32.75,3.54
174.78,33.18,-33.05,3.02
175.73,32.44,-32.35,2.42
176.68,32.18,-32.13,1.87
177.63,31.40,-31.37,1.30
178.58,31.16,-31.15,0.77
179.53,30.89,-30.89,0.26
180.47,29.87,-29.87,-0.25
181.42,29.34,-29.33,-0.73
182.37,30.12,-30.10,-1.25
183.32,30.11,-30.06,-1.75
184.27,30.12,-30.04,-2.25
185.22,29.60,-29.47,-2.69
186.17,29.10,-28.94,-3.13
187.12,29.07,-28.85,-3.61
188.07,29.60,-29.30,-4.16
189.02,29.61,-29.25,-4.64
189.97,29.60,-29.15,-5.13
190.92,28.83,-28.31,-5.46
191.87,28.82,-28.20,-5.93
192.82,29.33,-28.59,-6.51
193.77,29.34,-28.50,-6.99
194.72,29.34,-28.38,-7.46
195.67,29.85,-28.74,-8.06
196.62,29.85,-28.60,-8.54
197.57,28.82,-27.47,-8.70
198.52,29.07,-27.56,-9.23
199.47,28.54,-26.91,-9.51
200.42,29.34,-27.50,-10.24
201.37,29.34,-27.32,-10.69
202.32,29.34,-27.14,-11.14
203.27,29.33,-26.94,-11.59
204.22,28.83,-26.29,-11.83
205.17,28.83,-26.09,-12.26
206.12,29.60,-26.57,-13.03
207.07,29.07,-25.89,-13.23
208.02,29.60,-26.13,-13.90
208.97,29.60,-25.89,-14.34
209.92,28.82,-24.97,-14.37
210.87,28.83,-24.75,-14.79
211.82,29.34,-24.93,-15.47
212.77,29.34,-24.67,-15.88
213.72,29.09,-24.19,-16.15
214.67,29.09,-23.92,-16.55
215.62,29.09,-23.64,-16.94
216.57,29.09,-23.36,-17.33
217.52,29.09,-23.07,-17.72
218.47,29.07,-22.76,-18.08
219.42,28.99,-22.39,-18.41
220.37,29.09,-22.16,-18.84
221.32,29.09,-21.85,-19.20
222.27,29.85,-22.09,-20.08
223.22,29.85,-21.75,-20.44
224.17,29.34,-21.05,-20.44
225.12,28.83,-20.35,-20.43
226.07,28.82,-19.99,-20.75
227.02,29.60,-20.18,-21.65
227.97,28.83,-19.30,-21.42
228.92,29.87,-19.63,-22.51
229.87,29.09,-18.75,-22.24
230.82,30.12,-19.03,-23.35
231.77,30.63,-18.96,-24.06
232.72,29.87,-18.09,-23.77
233.67,29.87,-17.70,-24.06
234.62,29.87,-17.30,-24.35
235.57,29.85,-16.88,-24.62
236.52,29.85,-16.47,-24.90
237.47,30.38,-16.34,-25.61
238.42,30.36,-15.90,-25.86
239.37,30.38,-15.48,-26.14
240.32,30.38,-15.04,-26.39
241.27,30.38,-14.60,-26.64
242.22,30.38,-14.16,-26.88
243.17,32.18,-14.53,-28.72
244.12,32.71,-14.28,-29.43
245.07,35.75,-15.07,-32.42
246.02,35.77,-14.54,-32.68
246.97,57.68,-22.57,-53.08
247.92,56.69,-21.32,-52.54
248.87,57.12,-20.60,-53.28
249.82,56.56,-19.52,-53.09
250.77,56.56,-18.63,-53.40
251.72,45.37,-14.24,-43.08
252.66,44.57,-13.28,-42.55
253.61,56.29,-15.88,-54.00
254.56,56.97,-15.16,-54.91
