angolo,distanza,x,y
0.94,112.96,112.95,1.86
1.88,113.05,112.99,3.72
2.83,112.69,112.56,5.56
3.77,112.78,112.53,7.41
4.71,113.20,112.82,9.30
5.65,113.73,113.18,11.21
6.60,113.83,113.08,13.08
7.54,113.93,112.95,14.95
8.48,113.92,112.67,16.80
9.42,114.02,112.48,18.67
10.37,114.02,112.16,20.52
11.31,420.15,412.00,82.39
12.25,420.14,410.57,89.15
13.19,420.19,409.10,95.91
14.14,420.60,407.86,102.72
15.08,420.24,405.77,109.32
16.02,420.58,404.25,116.08
16.96,420.15,401.87,122.58
17.91,420.51,400.14,129.29
18.85,420.41,397.87,135.82
19.79,420.38,395.55,142.33
20.73,420.72,393.47,148.94
21.68,420.26,390.54,155.22
22.62,420.61,388.26,161.76
23.56,420.99,385.89,168.27
24.50,36.12,32.87,14.98
25.45,35.82,32.34,15.39
26.39,35.26,31.58,15.67
27.33,36.36,32.30,16.69
28.27,35.46,31.23,16.80
29.21,35.44,30.94,17.30
30.16,34.95,30.22,17.56
31.10,34.94,29.91,18.04
32.04,34.44,29.20,18.27
32.98,34.42,28.88,18.74
33.93,34.41,28.55,19.20
34.87,34.42,28.24,19.68
35.81,33.92,27.50,19.84
36.75,33.92,27.17,20.29
37.70,33.40,26.43,20.43
38.64,33.37,26.07,20.84
39.58,33.39,25.73,21.27
40.52,33.39,25.38,21.69
41.47,34.17,25.61,22.63
42.41,33.64,24.84,22.69
43.35,33.64,24.46,23.09
44.29,33.13,23.72,23.14
45.24,33.13,23.33,23.52
46.18,33.92,23.48,24.47
47.12,33.39,22.72,24.47
48.06,34.17,22.84,25.42
49.01,34.17,22.42,25.79
49.95,33.66,21.66,25.77
50.89,34.17,21.55,26.51
51.83,34.15,21.11,26.85
52.77,35.44,21.44,28.22
53.72,35.21,20.83,28.38
54.66,34.42,19.91,28.08
55.60,33.15,18.73,27.35
56.54,33.15,18.28,27.66
57.49,33.18,17.84,27.98
58.43,33.12,17.34,28.21
59.37,33.13,16.88,28.51
60.31,33.13,16.41,28.78
61.26,33.13,15.93,29.05
62.20,33.13,15.45,29.31
63.14,32.62,14.74,29.10
