angolo,distanza,x,y
0.94,48.64,48.63,0.80
1.88,47.84,47.81,1.57
2.81,47.46,47.41,2.33
3.75,48.03,47.92,3.14
4.69,47.24,47.08,3.86
5.62,47.65,47.42,4.67
6.56,46.67,46.36,5.33
7.50,46.67,46.27,6.09
8.44,46.65,46.14,6.84
9.38,47.45,46.81,7.73
10.31,48.04,47.27,8.60
11.25,48.25,47.32,9.41
12.19,48.45,47.36,10.23
13.12,48.65,47.38,11.05
14.06,49.33,47.86,11.99
15.00,48.99,47.32,12.68
15.94,49.16,47.27,13.50
16.88,49.67,47.54,14.42
17.81,50.18,47.78,15.35
18.75,50.69,48.00,16.30
19.69,50.69,47.73,17.08
20.62,61.73,57.77,21.74
21.56,80.50,74.86,29.58
22.50,80.05,73.96,30.63
23.44,51.37,47.14,20.43
24.38,51.03,46.49,21.06
25.31,63.80,57.68,27.28
26.25,63.39,56.86,28.04
27.19,63.39,56.39,28.96
28.12,56.01,49.40,26.41
29.06,55.71,48.69,27.06
30.00,78.98,68.40,39.49
30.94,78.96,67.73,40.60
31.88,79.00,67.09,41.72
32.81,78.98,66.38,42.80
33.75,79.00,65.69,43.89
34.69,63.94,52.57,36.39
35.62,63.94,51.97,37.24
36.56,53.91,43.30,32.11
37.50,62.41,49.51,37.99
38.44,62.83,49.22,39.06
39.38,80.14,61.95,50.84
40.31,56.58,43.14,36.60
41.25,55.73,41.90,36.74
42.19,55.73,41.29,37.42
43.12,55.73,40.67,38.09
44.06,55.71,40.03,38.74
45.00,55.71,39.39,39.39
45.94,55.73,38.75,40.04
46.88,55.73,38.09,40.67
47.81,55.73,37.42,41.29
48.75,55.62,36.68,41.82
49.69,55.73,36.05,42.49
50.62,39.78,25.24,30.75
51.56,39.80,24.74,31.17
52.50,40.00,24.35,31.73
53.44,39.10,23.29,31.41
54.38,39.08,22.76,31.77
55.31,39.08,22.24,32.14
56.25,39.32,21.85,32.69
57.19,23.60,12.79,19.83
58.12,22.73,12.00,19.30
59.06,23.60,12.13,20.24
60.00,37.50,18.75,32.48
60.94,23.63,11.48,20.65
61.88,37.04,17.46,32.67
62.81,37.50,17.13,33.36
63.75,37.50,16.59,33.63
64.69,37.50,16.03,33.90
65.62,37.50,15.48,34.16
66.56,37.52,14.92,34.42
67.50,37.50,14.35,34.65
68.44,37.50,13.78,34.88
69.38,37.50,13.21,35.10
70.31,37.49,12.63,35.29
71.25,37.50,12.05,35.51
72.19,37.50,11.47,35.70
73.12,37.50,10.89,35.89
74.06,37.50,10.30,36.06
75.00,37.50,9.71,36.22
75.94,37.50,9.11,36.38
76.88,37.50,8.52,36.52
77.81,37.50,7.92,36.66
78.75,37.98,7.41,37.25
79.69,38.86,6.96,38.23
80.62,37.26,6.07,36.77
81.56,37.72,5.54,37.31
82.50,38.18,4.98,37.86
83.44,38.20,4.37,37.95
84.38,23.02,2.26,22.91
85.31,22.59,1.85,22.52
86.25,22.73,1.49,22.68
87.19,22.73,1.12,22.70
88.12,22.73,0.74,22.72
89.06,22.73,0.37,22.73
90.00,26.16,-0.00,26.16
90.94,25.02,-0.41,25.02
91.88,22.15,-0.72,22.14
92.81,27.32,-1.34,27.29
93.75,24.46,-1.60,24.41
94.69,25.31,-2.07,25.23
95.62,39.10,-3.83,38.91
96.56,41.84,-4.78,41.56
97.50,40.26,-5.25,39.91
98.44,40.24,-5.90,39.80
99.38,40.24,-6.55,39.70
100.31,39.34,-7.04,38.70
101.25,39.56,-7.72,38.80
102.19,38.64,-8.16,37.77
103.12,38.78,-8.81,37.76
104.06,38.64,-9.39,37.48
105.00,38.64,-10.00,37.32
105.94,39.10,-10.74,37.60
106.88,39.56,-11.48,37.86
107.81,38.42,-11.75,36.58
108.75,37.96,-12.20,35.95
109.69,38.64,-13.02,36.38
110.62,37.72,-13.29,35.31
111.56,39.32,-14.45,36.57
112.50,37.74,-14.44,34.87
113.44,39.10,-15.55,35.87
114.38,38.88,-16.05,35.41
115.31,37.31,-15.95,33.73
116.25,38.42,-16.99,34.46
117.19,39.80,-18.18,35.40
118.12,39.10,-18.43,34.48
119.06,40.39,-19.62,35.31
120.00,39.32,-19.66,34.05
120.94,39.78,-20.45,34.12
121.88,41.16,-21.73,34.95
122.81,41.84,-22.67,35.16
123.75,40.24,-22.36,33.46
124.69,40.70,-23.16,33.46
125.62,40.46,-23.57,32.89
126.56,26.47,-15.77,21.26
127.50,48.23,-29.36,38.26
128.44,29.78,-18.52,23.33
129.38,29.70,-18.84,22.96
130.31,25.02,-16.19,19.08
131.25,25.31,-16.69,19.03
132.19,25.28,-16.98,18.73
133.12,23.89,-16.33,17.43
134.06,29.80,-20.72,21.41
135.00,24.16,-17.08,17.08
135.94,25.31,-18.19,17.60
136.88,23.60,-17.22,16.13
137.81,23.60,-17.48,15.85
