angolo,distanza,x,y
0.94,55.88,55.87,0.91
1.88,72.00,71.96,2.36
2.81,72.35,72.26,3.55
3.75,71.91,71.76,4.70
4.69,55.88,55.69,4.57
5.62,71.49,71.14,7.01
6.56,71.38,70.92,8.16
7.50,71.72,71.11,9.36
8.44,71.65,70.88,10.51
9.38,71.21,70.26,11.60
10.31,58.40,57.45,10.45
11.25,70.75,69.39,13.80
12.19,71.13,69.52,15.02
13.12,61.18,59.58,13.89
14.06,63.29,61.39,15.38
15.00,71.13,68.70,18.41
15.94,71.21,68.48,19.55
16.88,63.26,60.53,18.36
17.81,59.09,56.26,18.08
18.75,58.67,55.55,18.86
19.69,59.09,55.64,19.91
20.62,59.09,55.30,20.82
21.56,59.52,55.35,21.87
22.50,59.09,54.59,22.61
23.44,59.79,54.86,23.78
24.38,58.12,52.94,23.99
25.31,57.70,52.16,24.67
26.25,58.53,52.49,25.89
27.19,57.14,50.82,26.11
28.12,57.70,50.89,27.20
29.06,57.14,49.94,27.76
30.00,57.14,49.48,28.57
30.94,57.14,49.01,29.37
31.88,56.73,48.17,29.96
32.81,56.44,47.43,30.58
33.75,55.90,46.48,31.05
34.69,56.17,46.19,31.97
35.62,56.03,45.55,32.64
36.56,56.32,45.24,33.55
37.50,56.32,44.68,34.29
38.44,56.30,44.10,35.00
39.38,55.90,43.21,35.46
40.31,55.90,42.62,36.16
41.25,55.90,42.02,36.85
42.19,55.76,41.32,37.45
43.12,55.61,40.59,38.01
44.06,55.61,39.96,38.67
45.00,55.45,39.21,39.21
45.94,55.74,38.77,40.06
46.88,55.61,38.01,40.59
47.81,55.61,37.34,41.20
48.75,55.59,36.65,41.79
49.69,55.62,35.99,42.41
50.62,55.28,35.07,42.74
51.56,55.66,34.60,43.60
52.50,55.76,33.94,44.24
53.44,55.61,33.13,44.66
54.38,55.44,32.29,45.06
55.31,55.27,31.45,45.44
56.25,54.77,30.43,45.54
57.19,55.10,29.86,46.31
58.12,54.59,28.83,46.36
59.06,55.44,28.50,47.55
60.00,55.44,27.72,48.01
60.94,55.11,26.77,48.17
61.88,55.27,26.05,48.74
62.81,55.44,25.33,49.31
63.75,55.45,24.53,49.74
64.69,55.44,23.70,50.11
65.62,55.74,23.01,50.77
66.56,54.35,21.62,49.86
67.50,55.61,21.28,51.37
68.44,55.10,20.25,51.24
69.38,55.10,19.41,51.57
70.31,55.10,18.56,51.88
71.25,55.59,17.87,52.64
72.19,55.73,17.05,53.05
73.12,55.73,16.18,53.33
74.06,55.76,15.31,53.62
75.00,55.88,14.46,53.97
75.94,56.03,13.61,54.35
76.88,56.58,12.85,55.10
77.81,56.59,11.95,55.32
78.75,56.59,11.04,55.51
79.69,56.58,10.13,55.66
80.62,56.58,9.22,55.82
81.56,56.58,8.30,55.96
82.50,56.58,7.38,56.09
83.44,56.58,6.47,56.21
84.38,56.98,5.59,56.71
85.31,57.00,4.66,56.81
86.25,57.02,3.73,56.90
87.19,57.00,2.80,56.93
88.12,57.00,1.87,56.97
89.06,57.14,0.93,57.13
90.00,57.97,-0.00,57.97
