angolo,distanza,x,y
0.94,27.90,27.89,0.46
1.88,24.46,24.45,0.80
2.82,24.46,24.43,1.20
3.76,25.31,25.26,1.66
4.70,27.03,26.94,2.21
5.64,27.88,27.75,2.74
6.58,28.75,28.56,3.29
7.52,25.89,25.67,3.39
8.46,25.87,25.59,3.81
9.40,25.99,25.64,4.25
10.34,25.89,25.47,4.65
11.28,25.89,25.39,5.06
12.22,25.89,25.30,5.48
13.16,25.89,25.21,5.89
14.10,26.74,25.94,6.51
15.04,29.77,28.75,7.72
15.98,26.47,25.45,7.29
16.92,27.32,26.14,7.95
17.86,29.53,28.11,9.06
18.80,42.30,40.04,13.63
19.74,41.82,39.36,14.12
20.68,41.84,39.14,14.77
21.62,41.84,38.89,15.41
22.56,43.47,40.14,16.68
23.50,41.62,38.16,16.59
24.44,41.16,37.47,17.03
25.38,40.70,36.77,17.44
26.32,40.70,36.48,18.04
27.26,40.68,36.16,18.63
28.20,43.28,38.15,20.45
29.14,42.28,36.93,20.59
30.08,42.30,36.60,21.20
31.02,41.84,35.85,21.56
31.96,41.82,35.48,22.14
32.90,41.38,34.74,22.47
33.84,40.92,33.99,22.79
34.78,40.02,32.87,22.83
35.72,40.02,32.49,23.36
36.66,40.70,32.65,24.30
37.60,40.24,31.88,24.55
38.54,39.78,31.12,24.78
39.48,39.78,30.71,25.29
40.42,39.32,29.94,25.49
41.36,39.32,29.51,25.98
42.30,39.56,29.26,26.62
43.24,39.08,28.47,26.77
44.18,39.10,28.04,27.25
45.12,39.08,27.58,27.69
46.06,40.70,28.24,29.30
47.00,39.32,26.82,28.76
47.94,38.86,26.04,28.85
48.88,38.86,25.56,29.27
49.82,38.40,24.78,29.34
50.76,38.40,24.29,29.74
51.70,38.40,23.80,30.14
52.64,40.00,24.28,31.79
53.58,38.40,22.80,30.90
54.52,38.40,22.29,31.27
55.46,38.40,21.78,31.63
56.40,38.86,21.51,32.37
57.34,38.86,20.97,32.72
58.28,39.32,20.68,33.45
59.22,39.34,20.13,33.80
60.16,39.78,19.80,34.50
61.10,40.68,19.66,35.61
62.04,39.08,18.33,34.52
62.98,39.10,17.77,34.83
63.92,39.54,17.39,35.51
64.86,39.56,16.81,35.81
65.80,39.54,16.21,36.07
66.74,40.00,15.80,36.75
67.68,40.94,15.55,37.87
68.62,41.38,15.09,38.53
69.56,39.76,13.89,37.26
70.50,42.28,14.12,39.85
71.44,41.14,13.10,39.00
72.38,42.48,12.86,40.49
73.32,66.57,19.11,63.77
74.26,67.00,18.18,64.48
75.20,425.31,108.67,411.19
76.14,49.16,11.78,47.73
77.08,104.69,23.41,102.03
78.02,29.02,6.03,28.39
78.96,25.60,4.90,25.13
79.90,24.74,4.34,24.35
80.84,29.78,4.74,29.40
81.78,27.61,3.95,27.32
82.72,28.46,3.61,28.23
83.66,27.61,3.05,27.44
84.60,25.02,2.36,24.91
85.54,26.16,2.04,26.08
86.48,25.31,1.56,25.27
87.42,25.30,1.14,25.27
88.36,26.16,0.75,26.15
89.30,25.31,0.31,25.31
90.23,25.31,-0.10,25.31
91.17,24.45,-0.50,24.44
92.11,107.25,-3.96,107.18
93.05,24.60,-1.31,24.56
93.99,107.27,-7.47,107.01
94.93,25.31,-2.18,25.22
95.87,426.12,-43.61,423.88
96.81,106.01,-12.58,105.26
97.75,25.58,-3.45,25.35
98.69,23.87,-3.61,23.59
99.63,68.54,-11.47,67.58
100.57,25.02,-4.59,24.60
101.51,25.02,-5.00,24.52
102.45,24.17,-5.21,23.61
103.39,24.17,-5.60,23.52
104.33,24.16,-5.98,23.40
105.27,24.16,-6.36,23.30
106.21,24.16,-6.75,23.20
107.15,24.17,-7.13,23.10
108.09,24.17,-7.51,22.98
109.03,25.02,-8.16,23.66
109.97,23.89,-8.16,22.45
110.91,23.89,-8.53,22.31
111.85,24.74,-9.21,22.96
112.79,26.47,-10.25,24.40
113.73,26.47,-10.65,24.23
114.67,29.53,-12.33,26.83
115.61,24.45,-10.57,22.04
116.55,25.21,-11.27,22.55
117.49,25.31,-11.69,22.45
118.43,27.05,-12.88,23.78
119.37,25.04,-12.28,21.82
