angolo,distanza,x,y
0.96,64.86,37.33,53.03
1.91,64.86,-21.88,61.05
2.87,64.86,-62.52,17.25
3.83,64.86,-50.09,-41.19
4.79,64.86,4.85,-64.67
5.74,64.87,55.69,-33.27
6.70,64.86,59.25,26.38
7.66,64.87,12.53,63.65
8.62,66.04,-45.65,47.73
9.57,64.86,-64.13,-9.67
10.53,64.87,-29.01,-58.02
11.49,65.28,30.94,-57.48
12.45,64.87,64.41,-7.74
13.40,65.28,43.67,48.52
14.36,64.74,-14.41,63.11
15.32,64.87,-60.03,24.59
16.28,64.87,-54.66,-34.93
17.23,65.28,-2.92,-65.21
18.19,64.87,51.33,-39.67
19.15,64.86,61.97,19.13
20.11,65.30,20.17,62.10
21.06,65.28,-39.17,52.22
22.02,64.86,-64.83,-1.95
22.98,64.86,-35.72,-54.13
23.94,65.28,23.86,-60.76
24.89,65.28,63.42,-15.46
25.85,65.28,49.15,42.96
26.81,65.30,-6.84,64.94
27.77,64.86,-56.65,31.57
28.72,64.84,-58.41,-28.15
29.68,65.30,-10.68,-64.42
30.64,65.30,46.53,-45.81
31.60,65.28,64.23,11.68
32.55,65.28,27.42,59.24
33.51,65.28,-32.66,56.52
34.47,64.86,-64.60,5.79
35.43,65.28,-42.19,-49.81
36.38,65.14,16.41,-63.04
37.34,65.28,61.13,-22.92
38.30,65.28,53.92,36.79
39.26,65.28,0.95,65.27
40.21,65.71,-53.17,38.60
41.17,65.28,-61.77,-21.12
42.13,65.26,-18.28,-62.65
43.09,65.26,40.71,-51.01
44.04,65.28,65.16,3.93
45.00,65.28,34.29,55.55
45.96,65.28,-25.68,60.02
46.91,65.28,-63.86,13.54
47.87,65.28,-47.83,-44.42
48.83,65.28,8.79,-64.69
49.79,65.69,58.32,-30.23
50.74,65.71,58.30,30.29
51.70,65.21,8.72,64.63
52.66,65.96,-48.37,44.84
53.62,65.55,-64.11,-13.66
54.57,65.55,-25.73,-60.29
55.53,65.55,34.49,-55.75
56.49,65.55,65.44,-3.89
57.45,65.55,40.84,51.27
58.40,65.55,-18.42,62.91
59.36,65.55,-62.05,21.15
60.32,66.10,-53.45,-38.88
61.28,66.11,1.03,-66.11
62.23,67.51,55.80,-38.00
63.19,67.51,63.19,23.76
64.15,67.51,16.94,65.35
65.11,68.05,-44.03,51.88
66.06,66.81,-66.54,-6.03
67.02,68.61,-34.27,-59.44
67.98,68.20,28.71,-61.87
68.94,66.54,65.48,-11.84
69.89,65.69,46.76,46.13
70.85,67.92,-11.17,66.99
71.81,74.65,-67.28,32.34
72.77,65.55,-57.23,-31.96
73.72,75.09,-7.80,-74.68
74.68,64.72,48.77,-42.55
75.64,74.04,71.91,17.60
76.60,74.04,27.00,68.94
77.55,65.42,-36.08,54.57
78.51,64.86,-64.83,1.89
79.47,63.90,-38.29,-51.16
80.43,64.74,20.05,-61.55
81.38,64.72,61.86,-19.03
82.34,64.72,51.17,39.63
83.30,78.06,-3.56,77.98
84.26,91.56,-77.20,49.23
85.21,63.73,-58.95,-24.22
86.17,63.75,-14.14,-62.16
87.13,63.75,42.70,-47.34
88.09,91.56,90.90,11.01
89.04,65.28,30.89,57.51
90.00,64.99,-29.12,58.10
90.96,64.16,-63.45,9.51
91.91,64.58,-44.59,-46.72
92.87,63.61,12.35,-62.40
93.83,63.46,58.00,-25.76
94.79,62.90,53.97,32.31
95.74,65.01,4.80,64.83
96.70,62.76,-48.52,39.82
97.66,64.45,-62.11,-17.20
98.62,62.54,-21.04,-58.90
99.57,62.63,36.10,-51.18
100.53,62.22,62.22,0.06
101.49,62.63,36.00,51.25
102.45,62.49,-21.14,58.81
103.40,62.49,-60.26,16.57
104.36,62.90,-48.55,-40.00
105.32,62.76,4.75,-62.58
106.28,62.34,53.55,-31.92
107.23,62.36,56.94,25.42
108.19,62.36,11.99,61.19
109.15,63.19,-43.71,45.63
110.11,63.17,-62.46,-9.48
111.06,62.65,-27.96,-56.06
112.02,62.63,29.74,-55.12
112.98,64.43,63.98,-7.62
113.94,63.19,42.23,47.00
114.89,62.78,-14.04,61.19
115.85,91.32,-84.54,34.54
116.81,91.31,-76.89,-49.24
117.77,63.75,-2.79,-63.69
118.72,63.75,50.47,-38.94
119.68,91.41,87.32,27.04
120.64,91.85,28.28,87.39
121.60,91.49,-54.96,73.14
122.55,91.49,-91.45,-2.84
123.51,91.85,-50.51,-76.72
124.47,91.94,33.69,-85.54
125.43,91.94,89.34,-21.69
126.38,91.92,69.15,60.56
127.34,92.02,-9.73,91.51
128.30,92.02,-80.43,44.72
129.26,92.02,-82.86,-40.03
130.21,92.12,-14.98,-90.90
131.17,92.11,65.69,-64.56
132.13,92.19,90.69,16.57
133.09,92.19,38.65,83.70
134.04,92.29,-46.25,79.87
135.00,92.38,-92.02,8.16
135.96,92.46,-59.70,-70.61
136.91,92.46,23.38,-89.46
137.87,92.90,87.02,-32.53
138.83,92.90,76.69,52.44
139.79,92.97,1.27,92.96
140.74,92.82,-75.17,54.46
141.70,92.82,-87.80,-30.12
142.66,93.25,-26.03,-89.54
143.62,93.25,58.24,-72.82
144.57,93.26,93.09,5.70
145.53,93.26,48.92,79.40
146.49,93.07,-36.70,85.53
147.45,93.89,-91.87,19.39
148.40,94.08,-68.87,-64.09
149.36,94.52,12.82,-93.65
150.32,94.59,84.02,-43.45
151.28,94.61,83.91,43.70
152.23,95.47,12.68,94.63
153.19,95.11,-69.82,64.59
154.15,95.11,-93.01,-19.91
155.11,96.10,-37.64,-88.42
156.06,180.54,95.13,-153.44
157.02,180.96,180.66,-10.55
157.98,181.00,112.64,141.68
158.94,180.98,-51.01,173.64
159.89,180.88,-171.26,58.20
160.85,180.88,-146.17,-106.54
161.81,180.81,2.98,-180.79
162.77,180.35,149.17,-101.37
163.72,180.27,168.67,63.60
164.68,180.29,45.09,174.56
165.64,180.20,-116.73,137.28
166.60,180.18,-179.43,-16.43
167.55,179.66,-89.58,-155.73
168.51,179.66,75.78,-162.89
169.47,179.47,176.64,-31.76
170.43,117.37,83.48,82.50
171.38,117.20,-19.39,115.58
172.34,117.45,-105.90,50.79
173.30,117.37,-102.42,-57.32
174.26,117.28,-12.07,-116.66
175.21,117.27,88.44,-77.01
176.17,76.43,74.22,18.24
177.13,75.45,27.45,70.28
178.09,74.58,-41.19,62.17
179.04,74.94,-74.91,2.11
180.00,15.81,-9.46,-12.67
180.96,15.79,4.91,-15.01
181.91,74.21,70.95,-21.75
182.87,74.14,58.57,45.45
183.83,73.68,-3.43,73.60
184.79,73.51,-62.02,39.46
185.74,73.95,-68.38,-28.16
186.70,73.51,-16.23,-71.69
187.66,15.81,10.60,-11.73
188.62,73.76,73.22,8.94
189.57,73.68,34.80,64.94
190.53,73.59,-33.04,65.76
191.49,73.15,-72.35,10.77
192.45,73.42,-50.64,-53.16
193.40,73.34,14.30,-71.93
194.36,73.69,67.38,-29.85
195.32,73.24,62.80,37.68
196.28,73.24,5.34,73.04
197.23,73.25,-56.67,46.42
198.19,74.12,-71.41,-19.85
199.15,73.68,-24.72,-69.41
200.11,74.14,42.79,-60.54
201.06,74.58,74.58,0.14
202.02,74.05,42.51,60.64
202.98,74.65,-25.32,70.22
203.94,111.50,-107.54,29.46
204.89,110.89,-85.52,-70.59
205.85,111.32,8.53,-110.99
206.81,111.33,95.69,-56.92
207.77,111.25,101.54,45.45
208.72,111.23,21.28,109.18
209.68,111.23,-77.03,80.24
210.64,111.25,-109.97,-16.80
211.60,111.23,-49.56,-99.58
212.55,111.16,52.87,-97.78
213.51,110.98,110.21,-13.03
214.47,111.33,74.33,82.89
215.43,110.91,-24.90,108.08
216.38,111.32,-103.09,42.00
217.34,111.06,-93.47,-59.98
218.30,111.04,-4.75,-110.94
219.26,111.23,88.13,-67.86
220.21,94.74,90.47,28.11
221.17,95.20,29.23,90.60
222.13,94.78,-57.01,75.71
223.09,94.78,-94.73,-3.04
224.04,94.67,-51.99,-79.12
225.00,95.03,34.91,-88.39
225.96,94.50,91.86,-22.21
226.91,93.07,69.96,61.39
227.87,93.87,-10.01,93.34
228.83,94.25,-82.42,45.72
229.79,92.19,-82.97,-40.18
230.74,92.12,-14.89,-90.91
231.70,97.34,69.49,-68.16
232.66,68.07,66.95,12.30
233.62,63.73,26.66,57.89
234.57,63.19,-31.72,54.65
235.53,63.04,-62.79,5.51
236.49,63.89,-41.20,-48.83
237.45,62.92,15.97,-60.86
238.40,63.33,59.34,-22.12
239.36,64.16,52.93,36.26
240.32,64.60,0.82,64.59
241.28,65.01,-52.68,38.09
242.23,64.99,-61.45,-21.15
243.19,67.24,-18.71,-64.58
244.15,65.18,40.76,-50.86
245.11,65.43,65.31,4.06
246.06,67.24,35.21,57.28
247.02,67.22,-26.56,61.75
247.98,71.45,-69.92,14.69
248.94,70.58,-51.63,-48.13
249.89,70.12,9.58,-69.47
250.85,69.72,61.96,-31.97
251.81,69.68,61.77,32.25
252.77,88.47,11.67,87.70
253.72,88.47,-65.00,60.02
254.68,88.47,-86.49,-18.60
255.64,62.63,-24.48,-57.65
256.60,61.39,32.40,-52.14
257.55,61.37,61.27,-3.52
258.51,61.79,38.41,48.41
259.47,62.63,-17.71,60.07
260.43,61.23,-58.00,19.65
261.38,61.25,-49.46,-36.12
262.34,61.25,1.07,-61.24
263.30,61.23,50.68,-34.37
264.26,60.83,56.89,21.51
265.21,60.83,15.16,58.91
266.17,61.10,-39.62,46.51
267.13,60.69,-60.43,-5.59
268.09,61.10,-30.41,-52.99
