angolo,distanza,x,y
0.95,65.36,65.36,1.09
1.90,91.82,91.77,3.05
2.86,91.82,91.70,4.58
3.81,91.80,91.60,6.10
4.76,91.82,91.50,7.62
5.71,91.80,91.34,9.14
6.67,91.73,91.11,10.65
7.62,91.82,91.01,12.17
8.57,91.82,90.79,13.68
9.52,91.80,90.53,15.19
10.48,91.83,90.30,16.70
11.43,91.82,90.00,18.19
12.38,91.82,89.68,19.69
13.33,91.82,89.34,21.17
14.29,91.82,88.98,22.66
15.24,91.82,88.59,24.13
16.19,91.83,88.19,25.61
17.14,91.82,87.74,27.06
18.10,91.80,87.26,28.51
19.05,91.82,86.79,29.96
20.00,91.82,86.28,31.40
20.95,91.82,85.75,32.83
21.90,91.82,85.19,34.25
22.86,91.83,84.62,35.67
23.81,91.82,84.00,37.07
24.76,91.82,83.37,38.46
25.71,91.82,82.72,39.84
26.67,91.82,82.05,41.21
27.62,91.82,81.35,42.57
28.57,91.80,80.62,43.90
29.52,91.82,79.89,45.25
30.48,91.82,79.13,46.57
31.43,91.82,78.35,47.88
32.38,91.80,77.53,49.16
33.33,91.80,76.70,50.44
34.29,91.82,75.86,51.72
35.24,91.75,74.94,52.94
36.19,91.82,74.10,54.22
37.14,91.83,73.20,55.45
38.10,91.73,72.19,56.60
39.05,91.75,71.25,57.80
40.00,91.73,70.27,58.96
40.95,91.65,69.22,60.07
41.90,91.63,68.20,61.20
42.86,91.63,67.17,62.32
43.81,91.65,66.14,63.44
44.76,91.63,65.06,64.52
45.71,65.25,45.56,46.71
46.67,91.19,62.58,66.33
47.62,91.68,61.80,67.72
48.57,91.10,60.28,68.31
49.52,91.10,59.14,69.30
50.48,90.73,57.74,69.98
51.43,90.75,56.58,70.95
52.38,90.75,55.39,71.88
53.33,91.19,54.45,73.14
54.29,90.83,53.02,73.75
55.24,90.83,51.79,74.62
56.19,91.29,50.80,75.85
57.14,91.27,49.52,76.67
58.10,91.27,48.24,77.48
59.05,91.21,46.91,78.22
60.00,91.21,45.60,78.99
60.95,91.19,44.28,79.72
61.90,91.19,42.94,80.44
62.86,91.19,41.60,81.15
63.81,91.21,40.25,81.84
64.76,91.38,38.96,82.65
65.71,91.46,37.62,83.37
66.67,91.48,36.23,84.00
67.62,91.90,34.99,84.98
68.57,92.00,33.61,85.64
69.52,92.09,32.21,86.27
70.48,92.16,30.80,86.86
71.43,92.63,29.50,87.81
72.38,92.72,28.06,88.37
73.33,92.89,26.64,88.99
74.29,93.33,25.28,89.84
75.24,93.33,23.78,90.25
76.19,93.16,22.24,90.47
77.14,93.48,20.80,91.14
78.10,93.60,19.31,91.59
79.05,94.04,17.87,92.33
80.00,94.13,16.35,92.70
80.95,94.20,14.81,93.02
81.90,94.66,13.33,93.71
82.86,94.74,11.78,94.01
83.81,95.27,10.27,94.71
84.76,95.29,8.70,94.89
85.71,95.29,7.12,95.02
86.67,95.27,5.54,95.11
87.62,95.29,3.96,95.20
88.57,95.74,2.39,95.71
89.52,95.90,0.80,95.89
90.48,95.56,-0.79,95.55
91.43,96.54,-2.41,96.51
92.38,96.61,-4.01,96.53
93.33,96.78,-5.63,96.62
94.29,154.77,-11.57,154.34
95.24,154.68,-14.12,154.04
96.19,155.12,-16.73,154.22
97.14,137.63,-17.11,136.56
98.10,124.61,-17.55,123.37
99.05,125.87,-19.79,124.30
100.00,125.43,-21.78,123.52
100.95,124.98,-23.75,122.71
101.90,124.90,-25.76,122.21
102.86,134.93,-30.02,131.55
103.81,124.81,-29.79,121.21
104.76,123.47,-31.46,119.40
105.71,123.03,-33.32,118.43
106.67,124.18,-35.62,118.97
107.62,122.86,-37.19,117.10
108.57,122.32,-38.96,115.95
109.52,122.33,-40.88,115.30
110.48,122.23,-42.76,114.51
111.43,122.23,-44.66,113.78
112.38,122.14,-46.51,112.94
113.33,121.69,-48.20,111.73
114.29,122.03,-50.19,111.23
115.24,121.96,-52.00,110.32
116.19,121.52,-53.63,109.04
117.14,121.87,-55.60,108.45
118.10,121.41,-57.18,107.11
119.05,120.96,-58.73,105.74
120.00,120.87,-60.44,104.68
120.95,120.80,-62.13,103.60
121.90,120.80,-63.84,102.55
122.86,120.70,-65.49,101.39
123.81,121.07,-67.37,100.60
124.76,121.07,-69.03,99.47
125.71,120.97,-70.62,98.22
126.67,120.96,-72.23,97.02
127.62,120.44,-73.52,95.40
128.57,120.38,-75.05,94.11
129.52,120.80,-76.88,93.18
130.48,120.26,-78.06,91.48
131.43,120.28,-79.58,90.18
132.38,120.61,-81.30,89.10
133.33,120.53,-82.71,87.67
134.29,120.43,-84.09,86.21
135.24,120.34,-85.45,84.74
136.19,119.82,-86.46,82.94
137.14,119.29,-87.45,81.14
138.10,117.86,-87.72,78.72
139.05,119.27,-90.08,78.17
140.00,119.22,-91.33,76.63
140.95,119.02,-92.43,74.98
141.90,72.33,-56.93,44.63
142.86,73.51,-58.60,44.38
143.81,118.56,-95.68,70.01
144.76,119.46,-97.57,68.92
145.71,118.51,-97.92,66.76
146.67,118.57,-99.07,65.16
147.62,118.13,-99.76,63.27
148.57,118.57,-101.18,61.83
149.52,118.57,-102.19,60.14
150.48,118.57,-103.18,58.43
151.43,119.00,-104.51,56.91
152.38,119.03,-105.47,55.18
153.33,119.03,-106.37,53.42
154.29,118.59,-106.85,51.46
155.24,119.39,-108.41,50.01
156.19,119.46,-109.29,48.23
157.14,120.00,-110.58,46.61
158.10,73.01,-67.74,27.24
159.05,39.42,-36.82,14.10
160.00,36.45,-34.25,12.47
160.95,36.01,-34.03,11.75
161.90,35.55,-33.79,11.04
162.86,35.55,-33.97,10.48
163.81,35.53,-34.12,9.91
164.76,35.53,-34.28,9.34
165.71,35.56,-34.46,8.78
166.67,36.47,-35.48,8.41
167.62,36.91,-36.05,7.91
168.57,37.37,-36.63,7.40
169.52,37.37,-36.74,6.79
170.48,36.91,-36.40,6.11
171.43,36.92,-36.51,5.50
172.38,36.92,-36.60,4.90
173.33,36.92,-36.67,4.29
174.29,36.91,-36.72,3.67
175.24,35.99,-35.86,2.99
176.19,35.55,-35.47,2.36
177.14,35.51,-35.47,1.77
178.10,52.34,-52.31,1.74
179.05,51.82,-51.81,0.86
180.00,50.83,-50.83,-0.00
180.95,50.83,-50.82,-0.84
181.90,50.98,-50.95,-1.69
182.86,52.34,-52.28,-2.61
183.81,52.19,-52.07,-3.47
184.76,51.68,-51.50,-4.29
185.71,50.81,-50.56,-5.06
186.67,50.83,-50.49,-5.90
187.62,49.81,-49.37,-6.60
188.57,42.40,-41.92,-6.32
189.52,42.40,-41.81,-7.02
190.48,42.40,-41.69,-7.71
191.43,49.64,-48.66,-9.84
192.38,49.64,-48.49,-10.64
193.33,49.13,-47.81,-11.33
194.29,49.47,-47.94,-12.21
195.24,49.79,-48.04,-13.09
196.19,49.81,-47.83,-13.89
197.14,50.15,-47.92,-14.78
198.10,50.49,-47.99,-15.68
199.05,50.34,-47.58,-16.43
200.00,49.64,-46.65,-16.98
200.95,38.05,-35.53,-13.60
201.90,37.60,-34.89,-14.03
202.86,49.98,-46.06,-19.41
203.81,36.91,-33.77,-14.90
204.76,38.06,-34.56,-15.94
205.71,37.15,-33.47,-16.12
206.67,37.37,-33.39,-16.77
207.62,35.99,-31.89,-16.68
208.57,35.55,-31.22,-17.00
209.52,35.53,-30.92,-17.51
210.48,37.15,-32.01,-18.84
211.43,35.77,-30.52,-18.65
212.38,35.77,-30.21,-19.16
213.33,36.45,-30.45,-20.03
214.29,36.01,-29.75,-20.28
215.24,35.04,-28.62,-20.22
216.19,35.29,-28.48,-20.84
217.14,34.78,-27.73,-21.00
218.10,34.78,-27.37,-21.46
219.05,35.04,-27.21,-22.07
220.00,34.41,-26.36,-22.12
220.95,34.51,-26.06,-22.62
221.90,34.51,-25.68,-23.05
222.86,34.53,-25.31,-23.48
223.81,34.00,-24.54,-23.54
224.76,34.76,-24.68,-24.48
225.71,33.73,-23.55,-24.14
226.67,33.74,-23.16,-24.55
227.62,33.74,-22.75,-24.93
228.57,33.74,-22.33,-25.30
229.52,34.51,-22.40,-26.25
230.48,33.98,-21.63,-26.21
231.43,34.00,-21.20,-26.58
232.38,33.97,-20.73,-26.90
233.33,33.98,-20.29,-27.26
234.29,34.00,-19.85,-27.61
235.24,34.00,-19.39,-27.93
236.19,33.98,-18.91,-28.24
237.14,33.98,-18.44,-28.55
238.10,34.00,-17.97,-28.86
239.05,34.00,-17.49,-29.16
240.00,33.22,-16.61,-28.77
240.95,33.22,-16.13,-29.04
241.90,33.22,-15.64,-29.30
242.86,33.22,-15.15,-29.56
243.81,33.22,-14.66,-29.81
244.76,33.22,-14.16,-30.05
245.71,33.24,-13.67,-30.29
246.67,33.24,-13.16,-30.52
247.62,33.24,-12.65,-30.73
248.57,33.24,-12.14,-30.94
249.52,33.74,-11.80,-31.61
250.48,33.74,-11.28,-31.80
251.43,34.27,-10.92,-32.49
252.38,34.26,-10.37,-32.65
253.33,34.78,-9.98,-33.32
254.29,34.00,-9.21,-32.73
255.24,34.00,-8.66,-32.88
256.19,34.53,-8.24,-33.53
257.14,34.51,-7.68,-33.64
258.10,34.53,-7.12,-33.78
259.05,34.51,-6.56,-33.88
260.00,34.51,-5.99,-33.99
260.95,33.98,-5.34,-33.56
261.90,34.51,-4.86,-34.17
262.86,34.53,-4.29,-34.26
263.81,34.51,-3.72,-34.31
264.76,35.02,-3.20,-34.87
265.71,35.29,-2.64,-35.19
266.67,35.29,-2.05,-35.23
267.62,35.77,-1.49,-35.74
268.57,35.77,-0.89,-35.76
269.52,36.23,-0.30,-36.23
270.48,36.69,0.30,-36.68
271.43,35.55,0.89,-35.54
272.38,35.55,1.48,-35.52
273.33,37.83,2.20,-37.76
274.29,36.70,2.74,-36.60
275.24,37.60,3.43,-37.45
276.19,38.06,4.10,-37.84
277.14,35.55,4.42,-35.27
278.10,36.92,5.20,-36.56
279.05,36.23,5.70,-35.78
280.00,36.24,6.29,-35.69
280.95,36.24,6.89,-35.58
281.90,36.23,7.47,-35.45
282.86,36.92,8.22,-36.00
283.81,40.58,9.69,-39.41
284.76,38.05,9.69,-36.79
285.71,34.19,9.26,-32.91
286.67,33.74,9.68,-32.33
287.62,33.22,10.05,-31.66
288.57,32.71,10.42,-31.00
289.52,32.71,10.93,-30.83
290.48,32.71,11.44,-30.64
291.43,32.44,11.85,-30.19
292.38,32.20,12.26,-29.77
293.33,31.67,12.54,-29.08
294.29,31.16,12.82,-28.40
295.24,30.65,13.07,-27.73
296.19,30.89,13.63,-27.72
297.14,30.65,13.98,-27.28
298.10,29.87,14.07,-26.35
299.05,29.60,14.37,-25.87
300.00,29.87,14.93,-25.87
300.95,29.34,15.09,-25.16
301.90,29.34,15.51,-24.91
302.86,29.09,15.78,-24.43
303.81,29.36,16.34,-24.39
304.76,28.83,16.44,-23.69
305.71,28.83,16.83,-23.41
306.67,28.83,17.22,-23.13
307.62,28.25,17.25,-22.38
308.57,28.56,17.81,-22.33
309.52,28.83,18.35,-22.24
310.48,28.83,18.72,-21.93
311.43,28.83,19.08,-21.62
312.38,28.83,19.43,-21.30
313.33,28.83,19.79,-20.97
314.29,28.25,19.73,-20.23
315.24,28.27,20.07,-19.91
316.19,28.27,20.40,-19.57
317.14,28.25,20.71,-19.22
318.10,28.24,21.02,-18.86
319.05,27.68,20.90,-18.14
320.00,27.69,21.21,-17.80
320.95,27.68,21.49,-17.43
321.90,27.68,21.78,-17.08
322.86,27.68,22.06,-16.71
323.81,27.68,22.34,-16.34
324.76,27.68,22.60,-15.97
325.71,27.68,22.87,-15.59
326.67,28.25,23.61,-15.53
327.62,28.25,23.86,-15.13
328.57,28.83,24.60,-15.03
329.52,28.83,24.85,-14.62
330.48,16.18,14.08,-7.98
331.43,16.18,14.21,-7.74
332.38,27.98,24.79,-12.97
333.33,27.98,25.01,-12.56
334.29,28.82,25.96,-12.50
335.24,28.54,25.92,-11.96
336.19,28.54,26.11,-11.52
337.14,29.09,26.80,-11.30
338.10,29.17,27.07,-10.88
339.05,29.09,27.16,-10.40
340.00,29.10,27.35,-9.95
340.95,29.09,27.49,-9.49
341.90,29.10,27.66,-9.04
342.86,29.60,28.28,-8.72
343.81,29.43,28.26,-8.21
344.76,28.83,27.82,-7.58
345.71,29.34,28.43,-7.24
346.67,29.87,29.06,-6.89
347.62,29.87,29.17,-6.40
348.57,29.09,28.51,-5.76
349.52,29.60,29.10,-5.38
350.48,30.11,29.69,-4.98
351.43,30.12,29.79,-4.49
352.38,30.63,30.36,-4.06
353.33,29.85,29.65,-3.47
354.29,30.38,30.23,-3.02
355.24,30.38,30.27,-2.52
356.19,30.89,30.82,-2.05
357.14,32.71,32.67,-1.63
358.10,35.78,35.77,-1.19
359.05,40.10,40.10,-0.67
360.00,32.45,32.45,0.00
