angolo,distanza,x,y
0.94,80.48,80.47,1.32
1.88,80.39,80.35,2.63
2.81,80.75,80.65,3.96
3.75,63.09,62.95,4.13
4.69,80.21,79.94,6.55
5.62,79.51,79.13,7.79
6.56,43.08,42.80,4.92
7.50,42.47,42.10,5.54
8.44,41.60,41.15,6.10
9.38,41.60,41.04,6.78
10.31,40.70,40.04,7.29
11.25,40.22,39.45,7.85
12.19,40.72,39.80,8.60
13.12,40.70,39.63,9.24
14.06,40.68,39.46,9.88
15.00,40.68,39.29,10.53
15.94,42.30,40.67,11.61
16.88,41.84,40.04,12.14
17.81,40.46,38.52,12.38
18.75,40.02,37.89,12.86
19.69,40.00,37.66,13.48
20.62,40.00,37.44,14.09
21.56,40.02,37.22,14.71
22.50,40.02,36.97,15.31
23.44,24.16,22.16,9.61
24.38,24.46,22.28,10.10
25.31,24.46,22.11,10.46
26.25,24.45,21.92,10.81
27.19,24.45,21.75,11.17
28.12,24.45,21.56,11.52
29.06,28.19,24.64,13.69
30.00,24.75,21.44,12.38
30.94,28.48,24.42,14.64
31.88,25.02,21.25,13.21
32.81,25.02,21.03,13.56
33.75,25.02,20.81,13.90
34.69,25.02,20.58,14.24
35.62,25.89,21.05,15.08
36.56,24.17,19.42,14.40
37.50,24.17,19.18,14.72
38.44,26.76,20.96,16.63
39.38,26.76,20.68,16.98
40.31,25.87,19.73,16.74
41.25,26.76,20.12,17.64
42.19,26.74,19.81,17.96
43.12,26.74,19.52,18.28
44.06,25.89,18.60,18.01
45.00,27.61,19.52,19.52
45.94,39.34,27.36,28.27
46.88,39.32,26.88,28.70
47.81,39.32,26.41,29.13
48.75,39.32,25.93,29.56
49.69,39.32,25.44,29.98
50.62,39.32,24.94,30.40
51.56,24.16,15.02,18.92
52.50,25.89,15.76,20.54
53.44,23.89,14.23,19.18
54.38,25.60,14.91,20.81
55.31,25.30,14.40,20.80
56.25,25.02,13.90,20.81
57.19,40.46,21.92,34.00
58.12,42.08,22.22,35.73
59.06,40.46,20.80,34.70
60.00,43.06,21.53,37.29
60.94,46.46,22.57,40.61
61.88,46.83,22.08,41.30
62.81,46.85,21.41,41.68
63.75,41.07,18.17,36.84
64.69,40.24,17.20,36.38
65.62,39.78,16.42,36.23
66.56,39.34,15.65,36.09
67.50,40.48,15.49,37.40
68.44,39.10,14.37,36.36
69.38,39.10,13.77,36.59
70.31,39.08,13.17,36.80
71.25,38.64,12.42,36.59
72.19,40.22,12.30,38.29
73.12,39.32,11.41,37.63
74.06,38.86,10.67,37.37
75.00,39.78,10.30,38.42
75.94,38.64,9.39,37.48
76.88,39.56,8.98,38.53
77.81,38.88,8.21,38.00
78.75,39.30,7.67,38.55
79.69,39.78,7.12,39.14
80.62,40.00,6.52,39.47
81.56,40.31,5.91,39.87
82.50,40.02,5.22,39.68
83.44,39.78,4.55,39.52
84.38,40.22,3.94,40.03
85.31,41.16,3.36,41.02
86.25,41.14,2.69,41.05
87.19,41.16,2.02,41.11
88.12,40.68,1.33,40.66
89.06,40.70,0.67,40.69
90.00,40.24,-0.00,40.24
90.94,40.24,-0.66,40.23
91.88,40.24,-1.32,40.22
92.81,41.60,-2.04,41.55
93.75,40.46,-2.65,40.37
94.69,42.48,-3.47,42.34
95.62,42.06,-4.12,41.86
96.56,41.60,-4.75,41.33
97.50,41.60,-5.43,41.24
