angolo,distanza,x,y
0.94,56.58,56.57,0.93
1.88,57.41,57.38,1.88
2.81,72.64,72.55,3.56
3.75,55.76,55.64,3.65
4.69,72.03,71.79,5.89
5.62,49.54,49.30,4.86
6.56,61.46,61.05,7.02
7.50,71.84,71.23,9.38
8.44,70.87,70.11,10.40
9.38,71.13,70.18,11.59
10.31,70.58,69.44,12.64
11.25,70.60,69.24,13.77
12.19,70.45,68.86,14.87
13.12,70.52,68.67,16.01
14.06,70.50,68.39,17.13
15.00,70.50,68.10,18.25
15.94,59.65,57.36,16.38
16.88,58.96,56.42,17.11
17.81,58.82,56.00,17.99
18.75,58.53,55.42,18.81
19.69,59.65,56.17,20.10
20.62,58.94,55.16,20.76
21.56,59.52,55.35,21.87
22.50,59.92,55.36,22.93
23.44,61.32,56.26,24.39
24.38,70.06,63.81,28.91
25.31,56.87,51.41,24.31
26.25,56.44,50.62,24.96
27.19,56.46,50.22,25.80
28.12,55.73,49.15,26.27
29.06,55.74,48.72,27.08
30.00,55.74,48.27,27.87
30.94,55.76,47.83,28.67
31.88,56.15,47.68,29.65
32.81,55.88,46.96,30.28
33.75,54.03,44.92,30.02
34.69,55.74,45.84,31.72
35.62,55.76,45.32,32.48
36.56,55.74,44.77,33.21
37.50,55.74,44.22,33.93
38.44,56.01,43.88,34.82
39.38,55.61,42.98,35.28
40.31,55.90,42.62,36.16
41.25,55.88,42.01,36.84
42.19,55.90,41.42,37.54
43.12,55.90,40.80,38.21
44.06,55.61,39.96,38.67
45.00,55.61,39.32,39.32
45.94,55.61,38.67,39.96
46.88,55.61,38.01,40.59
47.81,55.61,37.34,41.20
48.75,43.69,28.81,32.85
49.69,43.30,28.01,33.02
50.62,55.76,35.37,43.10
51.56,55.90,34.75,43.78
52.50,55.88,34.02,44.33
53.44,55.90,33.30,44.90
54.38,55.88,32.55,45.42
55.31,55.88,31.80,45.95
56.25,55.74,30.97,46.35
57.19,55.74,30.21,46.85
58.12,55.74,29.44,47.34
59.06,55.74,28.66,47.81
60.00,55.74,27.87,48.27
60.94,55.90,27.15,48.86
61.88,56.01,26.41,49.40
62.81,56.44,25.79,50.20
63.75,56.44,24.96,50.62
64.69,56.46,24.14,51.04
65.62,56.44,23.29,51.41
66.56,56.30,22.39,51.66
67.50,56.30,21.55,52.02
68.44,56.44,20.74,52.49
69.38,56.44,19.88,52.82
70.31,56.44,19.01,53.14
71.25,56.30,18.10,53.32
72.19,56.30,17.22,53.60
73.12,56.30,16.34,53.88
74.06,56.30,15.46,54.14
75.00,56.71,14.68,54.78
75.94,56.58,13.75,54.88
76.88,57.27,13.01,55.78
77.81,57.29,12.09,56.00
78.75,57.54,11.23,56.44
79.69,57.00,10.20,56.08
80.62,57.38,9.35,56.61
81.56,57.14,8.38,56.52
82.50,57.14,7.46,56.65
83.44,57.97,6.63,57.59
84.38,58.40,5.72,58.11
85.31,58.12,4.75,57.93
86.25,58.67,3.84,58.54
87.19,59.09,2.90,59.02
88.12,60.08,1.97,60.05
89.06,59.65,0.98,59.65
90.00,59.81,-0.00,59.81
90.94,60.91,-1.00,60.90
91.88,66.21,-2.17,66.18
92.81,65.79,-3.23,65.71
93.75,66.33,-4.34,66.19
94.69,67.32,-5.50,67.09
95.62,66.89,-6.56,66.57
96.56,67.73,-7.74,67.28
97.50,66.33,-8.66,65.77
98.44,66.47,-9.75,65.75
99.38,69.16,-11.27,68.23
100.31,76.16,-13.63,74.93
101.25,77.06,-15.03,75.58
102.19,78.40,-16.55,76.64
103.12,78.83,-17.90,76.77
104.06,75.29,-18.29,73.04
105.00,73.07,-18.91,70.58
105.94,73.42,-20.16,70.60
106.88,74.22,-21.55,71.03
107.81,87.97,-26.91,83.76
108.75,88.40,-28.42,83.71
109.69,84.69,-28.53,79.74
110.62,84.69,-29.83,79.27
111.56,87.07,-32.00,80.98
112.50,97.29,-37.23,89.89
113.44,96.05,-38.20,88.13
114.38,89.13,-36.78,81.19
115.31,85.76,-36.67,77.53
116.25,83.64,-36.99,75.01
117.19,25.31,-11.57,22.52
118.12,24.45,-11.52,21.56
119.06,24.46,-11.88,21.38
120.00,23.89,-11.94,20.69
120.94,29.80,-15.32,25.56
121.88,28.48,-15.04,24.18
122.81,27.62,-14.97,23.22
